Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,HBSS_1 Spectral Count,HBSS_2 Spectral Count,HBSS_3 Spectral Count,HBSS_BafA1_1 Spectral Count,HBSS_BafA1_2 Spectral Count,HBSS_BafA1_3 Spectral Count,HBSS_1 Unique Spectral Count,HBSS_2 Unique Spectral Count,HBSS_3 Unique Spectral Count,HBSS_BafA1_1 Unique Spectral Count,HBSS_BafA1_2 Unique Spectral Count,HBSS_BafA1_3 Unique Spectral Count,HBSS_1 Total Spectral Count,HBSS_2 Total Spectral Count,HBSS_3 Total Spectral Count,HBSS_BafA1_1 Total Spectral Count,HBSS_BafA1_2 Total Spectral Count,HBSS_BafA1_3 Total Spectral Count,HBSS_1 Intensity,HBSS_2 Intensity,HBSS_3 Intensity,HBSS_BafA1_1 Intensity,HBSS_BafA1_2 Intensity,HBSS_BafA1_3 Intensity,HBSS_1 MaxLFQ Intensity,HBSS_2 MaxLFQ Intensity,HBSS_3 MaxLFQ Intensity,HBSS_BafA1_1 MaxLFQ Intensity,HBSS_BafA1_2 MaxLFQ Intensity,HBSS_BafA1_3 MaxLFQ Intensity,Indistinguishable Proteins
sp|Q96BI1|S22AI_HUMAN,Q96BI1,S22AI_HUMAN,SLC22A18,424,Homo sapiens OX=9606,1:Experimental evidence at protein level,Solute carrier family 22 member 18,1,0.9989,3,5,5,5,1,0,1,2,1,0,1,0,1,2,1,0,1,0,1,2,1,0,5.26E+07,4.27E+07,6.83E+07,7.37E+07,4.28E+07,7.20E+07,0,0,5.64E+07,5.69E+07,0,0,
sp|Q96BJ3|AIDA_HUMAN,Q96BJ3,AIDA_HUMAN,AIDA,306,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Axin interactor, dorsalization-associated protein",0.9742,0.9987,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6135581,0,0,5733928,0,0,0,0,0,0,0,
sp|Q96BK5|PINX1_HUMAN,Q96BK5,PINX1_HUMAN,PINX1,328,Homo sapiens OX=9606,1:Experimental evidence at protein level,PIN2/TERF1-interacting telomerase inhibitor 1,0.9997,0.999,2,4,4,4,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,2.62E+07,2.34E+07,2.49E+07,2.39E+07,2.29E+07,2.66E+07,0,0,0,0,0,0,
sp|Q96BN2|TADA1_HUMAN,Q96BN2,TADA1_HUMAN,TADA1,335,Homo sapiens OX=9606,1:Experimental evidence at protein level,Transcriptional adapter 1,0.979,0.9989,1,2,2,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,7815319,7737088,0,0,0,0,0,0,0,
sp|Q96BN8|OTUL_HUMAN,Q96BN8,OTUL_HUMAN,OTULIN,352,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ubiquitin thioesterase otulin,0.783,0.9865,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q96BP3|PPWD1_HUMAN,Q96BP3,PPWD1_HUMAN,PPWD1,646,Homo sapiens OX=9606,1:Experimental evidence at protein level,Peptidylprolyl isomerase domain and WD repeat-containing protein 1,1,0.999,3,10,10,10,1,0,2,2,3,2,1,0,2,2,3,2,1,0,2,2,3,2,3.64E+07,3.83E+07,3.43E+07,3.91E+07,3.76E+07,3.64E+07,2.37E+07,2.51E+07,1.91E+07,2.25E+07,2.19E+07,2.37E+07,
sp|Q96BR5|COA7_HUMAN,Q96BR5,COA7_HUMAN,COA7,231,Homo sapiens OX=9606,1:Experimental evidence at protein level,Cytochrome c oxidase assembly factor 7,1,0.9989,2,11,11,11,2,3,1,1,1,3,2,3,1,1,1,3,2,3,1,1,1,3,4.66E+07,4.35E+07,4.40E+07,4.61E+07,3.39E+07,4.32E+07,2.18E+07,2.21E+07,2.22E+07,2.22E+07,2.38E+07,2.25E+07,
sp|Q96BS2|CHP3_HUMAN,Q96BS2,CHP3_HUMAN,TESC,214,Homo sapiens OX=9606,1:Experimental evidence at protein level,Calcineurin B homologous protein 3,0.8301,0.99,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q96BW9|TAM41_HUMAN,Q96BW9,TAM41_HUMAN,TAMM41,452,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Phosphatidate cytidylyltransferase, mitochondrial",0.9801,0.999,1,5,5,5,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,3212602.2,3850279.8,4623003,2497179.2,2955092.2,3093775.2,0,0,0,0,0,0,
sp|Q96BY6|DOC10_HUMAN,Q96BY6,DOC10_HUMAN,DOCK10,2186,Homo sapiens OX=9606,1:Experimental evidence at protein level,Dedicator of cytokinesis protein 10,0.9995,0.9989,3,6,6,6,0,3,1,1,1,0,0,3,1,1,1,0,0,3,1,1,1,0,1.72E+08,1.71E+08,1.80E+08,1.82E+08,1.83E+08,1.83E+08,1.25E+08,1.20E+08,1.31E+08,1.29E+08,1.25E+08,1.26E+08,
sp|Q96BZ8|LENG1_HUMAN,Q96BZ8,LENG1_HUMAN,LENG1,264,Homo sapiens OX=9606,1:Experimental evidence at protein level,Leukocyte receptor cluster member 1,0.98,0.999,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,5700135.5,5474017,0,0,6187516,0,0,0,0,0,0,0,
sp|Q96C01|F136A_HUMAN,Q96C01,F136A_HUMAN,FAM136A,138,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein FAM136A,1,0.999,6,29,29,29,4,5,4,5,4,7,4,5,4,5,4,7,4,5,4,5,4,7,3.17E+08,3.50E+08,3.45E+08,3.26E+08,3.22E+08,3.48E+08,1.45E+08,1.43E+08,1.40E+08,1.53E+08,1.38E+08,1.45E+08,
sp|Q96C19|EFHD2_HUMAN,Q96C19,EFHD2_HUMAN,EFHD2,240,Homo sapiens OX=9606,1:Experimental evidence at protein level,EF-hand domain-containing protein D2,1,0.999,10,49,37,49,8,9,8,9,8,7,6,7,6,7,6,5,8,9,8,9,8,7,5.70E+08,5.72E+08,5.15E+08,5.39E+08,5.27E+08,5.53E+08,1.02E+08,1.01E+08,1.05E+08,9.65E+07,9.51E+07,9.74E+07,
sp|Q96C36|P5CR2_HUMAN,Q96C36,P5CR2_HUMAN,PYCR2,320,Homo sapiens OX=9606,1:Experimental evidence at protein level,Pyrroline-5-carboxylate reductase 2,1,0.999,10,43,43,49,6,9,6,7,8,7,6,9,6,7,8,7,7,10,7,8,9,8,2.78E+08,2.73E+08,2.71E+08,2.45E+08,2.68E+08,2.65E+08,8.35E+07,8.65E+07,8.28E+07,8.43E+07,8.45E+07,7.94E+07,
sp|Q96C57|CSTOS_HUMAN,Q96C57,CSTOS_HUMAN,CUSTOS,262,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein CUST,1,0.999,2,5,5,5,0,1,0,2,1,1,0,1,0,2,1,1,0,1,0,2,1,1,2.98E+07,2.96E+07,4.96E+07,5.15E+07,5.05E+07,2.89E+07,0,0,2.84E+07,2.99E+07,2.92E+07,0,
sp|Q96C86|DCPS_HUMAN,Q96C86,DCPS_HUMAN,DCPS,337,Homo sapiens OX=9606,1:Experimental evidence at protein level,m7GpppX diphosphatase,1,0.999,2,11,11,11,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2.38E+07,2.56E+07,2.40E+07,2.31E+07,2.02E+07,2.44E+07,1.97E+07,2.24E+07,2.20E+07,1.98E+07,0,2.21E+07,
sp|Q96C90|PP14B_HUMAN,Q96C90,PP14B_HUMAN,PPP1R14B,147,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein phosphatase 1 regulatory subunit 14B,0.9801,0.999,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4.95E+07,4.88E+07,4.92E+07,5.44E+07,5.72E+07,4.98E+07,0,0,0,0,0,0,
sp|Q96CD2|COAC_HUMAN,Q96CD2,COAC_HUMAN,PPCDC,204,Homo sapiens OX=9606,1:Experimental evidence at protein level,Phosphopantothenoylcysteine decarboxylase,0.98,0.999,1,2,2,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1445377,0,1712374,0,0,0,0,0,0,0,0,0,
sp|Q96CE8|T4S18_HUMAN,Q96CE8,T4S18_HUMAN,TM4SF18,201,Homo sapiens OX=9606,1:Experimental evidence at protein level,Transmembrane 4 L6 family member 18,0.9801,0.999,1,5,5,5,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,8163337,7764827.5,6949286.5,9694556,8563995,9737967,0,0,0,0,0,0,
sp|Q96CM8|ACSF2_HUMAN,Q96CM8,ACSF2_HUMAN,ACSF2,615,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Medium-chain acyl-CoA ligase ACSF2, mitochondrial",0.6852,0.9778,1,2,2,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2165898.5,0,0,1831654.5,0,0,0,0,0,0,0,
sp|Q96CN7|ISOC1_HUMAN,Q96CN7,ISOC1_HUMAN,ISOC1,298,Homo sapiens OX=9606,1:Experimental evidence at protein level,Isochorismatase domain-containing protein 1,1,0.999,3,14,14,14,2,3,3,2,2,2,2,3,3,2,2,2,2,3,3,2,2,2,9.89E+07,1.11E+08,1.04E+08,1.19E+08,2.86E+07,9.81E+07,6.07E+07,5.59E+07,6.01E+07,6.05E+07,5.72E+07,5.93E+07,
sp|Q96CP2|FWCH2_HUMAN,Q96CP2,FWCH2_HUMAN,FLYWCH2,140,Homo sapiens OX=9606,1:Experimental evidence at protein level,FLYWCH family member 2,0.9801,0.999,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.78E+07,1.75E+07,1.66E+07,1.63E+07,1.55E+07,1.66E+07,0,0,0,0,0,0,
sp|Q96CP6|ASTRA_HUMAN,Q96CP6,ASTRA_HUMAN,GRAMD1A,724,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein Aster-A,1,0.999,4,11,11,11,2,2,1,1,2,3,2,2,1,1,2,3,2,2,1,1,2,3,2.59E+07,5298153.5,3.16E+07,2.96E+07,4.88E+07,2.16E+07,2.08E+07,0,2.31E+07,2.27E+07,2.00E+07,1.59E+07,
sp|Q96CS3|FAF2_HUMAN,Q96CS3,FAF2_HUMAN,FAF2,445,Homo sapiens OX=9606,1:Experimental evidence at protein level,FAS-associated factor 2,1,0.999,10,50,50,50,8,10,8,6,9,9,8,10,8,6,9,9,8,10,8,6,9,9,6.46E+08,6.64E+08,6.65E+08,6.84E+08,6.56E+08,4.20E+08,1.44E+08,1.43E+08,1.48E+08,1.41E+08,1.47E+08,1.43E+08,
sp|Q96CT7|CC124_HUMAN,Q96CT7,CC124_HUMAN,CCDC124,223,Homo sapiens OX=9606,1:Experimental evidence at protein level,Coiled-coil domain-containing protein 124,1,0.999,7,33,33,33,7,4,7,5,3,7,7,4,7,5,3,7,7,4,7,5,3,7,2.74E+08,2.47E+08,2.44E+08,2.46E+08,2.04E+08,2.60E+08,7.60E+07,7.30E+07,7.53E+07,7.33E+07,7.31E+07,7.96E+07,
sp|Q96CV9|OPTN_HUMAN,Q96CV9,OPTN_HUMAN,OPTN,577,Homo sapiens OX=9606,1:Experimental evidence at protein level,Optineurin,0.7902,0.9871,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1.02E+07,0,6483679.5,8229210,7119368.5,6992013,0,0,0,0,0,0,
sp|Q96CW1|AP2M1_HUMAN,Q96CW1,AP2M1_HUMAN,AP2M1,435,Homo sapiens OX=9606,1:Experimental evidence at protein level,AP-2 complex subunit mu,1,0.999,15,71,71,71,12,11,13,12,12,11,12,11,13,12,12,11,12,11,13,12,12,11,8.05E+08,6.56E+08,7.76E+08,6.31E+08,6.53E+08,5.21E+08,1.22E+08,1.22E+08,1.18E+08,1.23E+08,1.25E+08,1.22E+08,
sp|Q96CW5|GCP3_HUMAN,Q96CW5,GCP3_HUMAN,TUBGCP3,907,Homo sapiens OX=9606,1:Experimental evidence at protein level,Gamma-tubulin complex component 3,0.9798,0.999,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2665260.2,2829437,2900357,2442038.8,2806919,2724969.8,0,0,0,0,0,0,
sp|Q96CW6|S7A6O_HUMAN,Q96CW6,S7A6O_HUMAN,SLC7A6OS,309,Homo sapiens OX=9606,1:Experimental evidence at protein level,Probable RNA polymerase II nuclear localization protein SLC7A6,0.9523,0.9975,1,4,4,4,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q96D31|CRCM1_HUMAN,Q96D31,CRCM1_HUMAN,ORAI1,301,Homo sapiens OX=9606,1:Experimental evidence at protein level,Calcium release-activated calcium channel protein 1,0.9801,0.999,1,5,5,5,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1.14E+07,1.10E+07,1.13E+07,1.41E+07,1.29E+07,1.24E+07,0,0,0,0,0,0,
sp|Q96D46|NMD3_HUMAN,Q96D46,NMD3_HUMAN,NMD3,503,Homo sapiens OX=9606,1:Experimental evidence at protein level,60S ribosomal export protein NMD3,1,0.999,6,16,16,16,1,4,3,2,4,2,1,4,3,2,4,2,1,4,3,2,4,2,7.20E+07,1.28E+08,7.33E+07,1.07E+08,1.08E+08,7.76E+07,3.04E+07,2.98E+07,3.09E+07,3.22E+07,3.32E+07,3.29E+07,
sp|Q96D53|COQ8B_HUMAN,Q96D53,COQ8B_HUMAN,COQ8B,544,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Atypical kinase COQ8B, mitochondrial",1,0.999,2,11,11,11,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2.47E+07,2.36E+07,7457602.5,2.28E+07,2.68E+07,2.45E+07,1.77E+07,1.67E+07,0,1.57E+07,1.80E+07,1.69E+07,
sp|Q96D71|REPS1_HUMAN,Q96D71,REPS1_HUMAN,REPS1,796,Homo sapiens OX=9606,1:Experimental evidence at protein level,RalBP1-associated Eps domain-containing protein 1,1,0.9988,3,9,9,9,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,3.22E+07,4027394.5,2.68E+07,4553172,0,0,0,0,0,0,0,0,
sp|Q96DB5|RMD1_HUMAN,Q96DB5,RMD1_HUMAN,RMDN1,314,Homo sapiens OX=9606,1:Experimental evidence at protein level,Regulator of microtubule dynamics protein 1,0.9784,0.9989,2,1,1,7,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,2,1,1,2.25E+07,2.29E+07,2.07E+07,2.08E+07,1.99E+07,2.03E+07,0,0,0,0,0,0,
sp|Q96DE0|NUD16_HUMAN,Q96DE0,NUD16_HUMAN,NUDT16,195,Homo sapiens OX=9606,1:Experimental evidence at protein level,U8 snoRNA-decapping enzyme,0.9992,0.999,1,7,7,7,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1354527.8,2099566.8,2051609.6,1635426,1809206.4,1553387.6,0,0,0,0,0,0,
sp|Q96DE5|APC16_HUMAN,Q96DE5,APC16_HUMAN,ANAPC16,110,Homo sapiens OX=9606,1:Experimental evidence at protein level,Anaphase-promoting complex subunit 16,0.9801,0.999,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3724867.5,3892926,3673145.2,3424060.8,3774844.5,3749643.5,0,0,0,0,0,0,
sp|Q96DG6|CMBL_HUMAN,Q96DG6,CMBL_HUMAN,CMBL,245,Homo sapiens OX=9606,1:Experimental evidence at protein level,Carboxymethylenebutenolidase homolog,0.8098,0.9885,1,4,4,4,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1.45E+07,1.46E+07,1.73E+07,2.02E+07,1.77E+07,1.72E+07,0,0,0,0,0,0,
sp|Q96DH6|MSI2H_HUMAN,Q96DH6,MSI2H_HUMAN,MSI2,328,Homo sapiens OX=9606,1:Experimental evidence at protein level,RNA-binding protein Musashi homolog 2,0.9799,0.999,1,4,4,4,0,2,0,1,0,1,0,2,0,1,0,1,0,2,0,1,0,1,5136604,4041893.2,0,4763638,5996955.5,5063662,0,0,0,0,0,0,
sp|Q96DI7|SNR40_HUMAN,Q96DI7,SNR40_HUMAN,SNRNP40,357,Homo sapiens OX=9606,1:Experimental evidence at protein level,U5 small nuclear ribonucleoprotein 40 kDa protein,1,0.999,11,59,59,59,10,8,10,9,12,10,10,8,10,9,12,10,10,8,10,9,12,10,6.18E+08,6.10E+08,6.20E+08,6.42E+08,6.44E+08,6.53E+08,1.20E+08,1.18E+08,1.21E+08,1.21E+08,1.18E+08,1.20E+08,
sp|Q96DM3|RMC1_HUMAN,Q96DM3,RMC1_HUMAN,RMC1,657,Homo sapiens OX=9606,1:Experimental evidence at protein level,Regulator of MON1-CCZ1 complex,0.9996,0.9982,2,5,5,5,0,1,2,0,1,1,0,1,2,0,1,1,0,1,2,0,1,1,2044705.5,4560193,4361436,2173265.8,4968944.5,2359000,0,2398550.8,2294042.2,0,2614863,0,
sp|Q96DV4|RM38_HUMAN,Q96DV4,RM38_HUMAN,MRPL38,380,Homo sapiens OX=9606,1:Experimental evidence at protein level,"39S ribosomal protein L38, mitochondrial",1,0.999,4,21,21,21,3,3,3,4,4,4,3,3,3,4,4,4,3,3,3,4,4,4,1.26E+08,1.32E+08,1.33E+08,1.29E+08,1.37E+08,1.38E+08,4.16E+07,4.40E+07,4.37E+07,4.21E+07,4.14E+07,4.23E+07,
sp|Q96DX4|RSPRY_HUMAN,Q96DX4,RSPRY_HUMAN,RSPRY1,576,Homo sapiens OX=9606,1:Experimental evidence at protein level,RING finger and SPRY domain-containing protein 1,0.9712,0.9985,1,3,3,3,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,9634601,1.13E+07,1.05E+07,0,0,0,0,0,0,
sp|Q96DX5|ASB9_HUMAN,Q96DX5,ASB9_HUMAN,ASB9,294,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ankyrin repeat and SOCS box protein 9,0.9801,0.999,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4421624.5,4732520,5304761.5,3452145.2,4220481.5,4383099,0,0,0,0,0,0,
sp|Q96DZ1|ERLEC_HUMAN,Q96DZ1,ERLEC_HUMAN,ERLEC1,483,Homo sapiens OX=9606,1:Experimental evidence at protein level,Endoplasmic reticulum lectin 1,0.9999,0.9989,3,10,10,10,1,1,3,2,2,1,1,1,3,2,2,1,1,1,3,2,2,1,1.58E+07,1.58E+07,1.82E+07,1.55E+07,1.90E+07,1.53E+07,1.09E+07,1.09E+07,1.04E+07,1.06E+07,1.09E+07,1.06E+07,
sp|Q96E11|RRFM_HUMAN,Q96E11,RRFM_HUMAN,MRRF,262,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Ribosome-recycling factor, mitochondrial",1,0.999,5,22,22,22,3,3,3,5,4,4,3,3,3,5,4,4,3,3,3,5,4,4,1.42E+08,1.49E+08,1.60E+08,1.75E+08,1.66E+08,1.50E+08,7.84E+07,7.53E+07,7.81E+07,8.57E+07,7.64E+07,8.38E+07,
sp|Q96E29|MTEF3_HUMAN,Q96E29,MTEF3_HUMAN,MTERF3,417,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Transcription termination factor 3, mitochondrial",1,0.999,3,13,13,13,2,3,1,3,2,2,2,3,1,3,2,2,2,3,1,3,2,2,1.55E+07,4.75E+07,4.67E+07,4.21E+07,5.11E+07,4.58E+07,3.19E+07,2.83E+07,2.80E+07,2.64E+07,2.87E+07,2.76E+07,
sp|Q96EA4|SPDLY_HUMAN,Q96EA4,SPDLY_HUMAN,SPDL1,605,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein Spindly,0.9877,0.999,2,7,7,7,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,0,1.26E+07,1.47E+07,0,0,1.77E+07,0,0,0,0,0,0,
sp|Q96EB1|ELP4_HUMAN,Q96EB1,ELP4_HUMAN,ELP4,424,Homo sapiens OX=9606,1:Experimental evidence at protein level,Elongator complex protein 4,1,0.999,1,11,11,11,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,3865159,3958630.8,4643081,3703001.2,4301211,3610624,2617168,2656657.2,3106317,2436444.5,2846875,2303822,
sp|Q96EB6|SIR1_HUMAN,Q96EB6,SIR1_HUMAN,SIRT1,747,Homo sapiens OX=9606,1:Experimental evidence at protein level,NAD-dependent protein deacetylase sirtuin-1,0.98,0.999,1,4,4,4,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1.32E+07,1.44E+07,1.20E+07,1.29E+07,1.24E+07,1.19E+07,0,0,0,0,0,0,
sp|Q96EC8|YIPF6_HUMAN,Q96EC8,YIPF6_HUMAN,YIPF6,236,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein YIPF6,0.9675,0.9983,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q96EE3|SEH1_HUMAN,Q96EE3,SEH1_HUMAN,SEH1L,360,Homo sapiens OX=9606,1:Experimental evidence at protein level,Nucleoporin SEH1,1,0.999,10,43,43,43,7,9,6,7,7,7,7,9,6,7,7,7,7,9,6,7,7,7,1.25E+08,1.23E+08,1.23E+08,1.07E+08,9.77E+07,1.21E+08,2.68E+07,2.66E+07,2.74E+07,2.91E+07,2.71E+07,2.68E+07,
sp|Q96EF6|FBX17_HUMAN,Q96EF6,FBX17_HUMAN,FBXO17,278,Homo sapiens OX=9606,1:Experimental evidence at protein level,F-box only protein 17,0.9999,0.999,2,5,5,5,1,1,1,0,2,0,1,1,1,0,2,0,1,1,1,0,2,0,660708.2,781052.94,866461.8,0,4701569.5,0,0,0,0,0,0,0,
sp|Q96EH3|MASU1_HUMAN,Q96EH3,MASU1_HUMAN,MALSU1,234,Homo sapiens OX=9606,1:Experimental evidence at protein level,Mitochondrial assembly of ribosomal large subunit protein 1,0.9991,0.999,2,5,5,5,0,1,1,0,1,2,0,1,1,0,1,2,0,1,1,0,1,2,3.57E+07,3.36E+07,3.59E+07,3.32E+07,2.78E+07,6.95E+07,0,0,0,0,0,0,
sp|Q96EK5|KBP_HUMAN,Q96EK5,KBP_HUMAN,KIFBP,621,Homo sapiens OX=9606,1:Experimental evidence at protein level,KIF-binding protein,1,0.999,3,14,14,14,1,4,1,3,3,2,1,4,1,3,3,2,1,4,1,3,3,2,7.86E+07,8.77E+07,7.57E+07,9.48E+07,8.11E+07,7.85E+07,4.50E+07,4.32E+07,4.16E+07,4.78E+07,4.81E+07,4.72E+07,
sp|Q96EK6|GNA1_HUMAN,Q96EK6,GNA1_HUMAN,GNPNAT1,184,Homo sapiens OX=9606,1:Experimental evidence at protein level,Glucosamine 6-phosphate N-acetyltransferase,1,0.999,4,13,13,13,2,1,3,2,3,2,2,1,3,2,3,2,2,1,3,2,3,2,1.62E+07,5.33E+07,3.36E+07,4.88E+07,3.23E+07,3.23E+07,1.47E+07,1.59E+07,1.45E+07,1.50E+07,1.57E+07,1.55E+07,
sp|Q96EK9|KTI12_HUMAN,Q96EK9,KTI12_HUMAN,KTI12,354,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein KTI12 homolog,0.9797,0.999,1,4,4,4,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,3111543.8,3247053.8,3111548.5,3239621.5,3663249.2,3072791.2,0,0,0,0,0,0,
sp|Q96EL2|RT24_HUMAN,Q96EL2,RT24_HUMAN,MRPS24,167,Homo sapiens OX=9606,1:Experimental evidence at protein level,"28S ribosomal protein S24, mitochondrial",0.967,0.9983,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.68E+07,2.66E+07,3.66E+07,2.69E+07,3.58E+07,2.69E+07,0,0,0,0,0,0,
sp|Q96EL3|RM53_HUMAN,Q96EL3,RM53_HUMAN,MRPL53,112,Homo sapiens OX=9606,1:Experimental evidence at protein level,"39S ribosomal protein L53, mitochondrial",1,0.999,3,17,17,17,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,2.49E+08,2.39E+08,2.26E+08,2.62E+08,2.48E+08,2.53E+08,8.60E+07,8.25E+07,7.84E+07,8.96E+07,8.66E+07,8.77E+07,
sp|Q96EM0|T3HPD_HUMAN,Q96EM0,T3HPD_HUMAN,L3HYPDH,354,Homo sapiens OX=9606,1:Experimental evidence at protein level,Trans-3-hydroxy-L-proline dehydratase,1,0.999,4,13,13,13,2,2,2,1,3,3,2,2,2,1,3,3,2,2,2,1,3,3,2.37E+07,2.42E+07,1.65E+07,1.75E+07,3.01E+07,5.41E+07,1.56E+07,1.58E+07,1.60E+07,1.57E+07,1.78E+07,1.73E+07,
sp|Q96EP5|DAZP1_HUMAN,Q96EP5,DAZP1_HUMAN,DAZAP1,407,Homo sapiens OX=9606,1:Experimental evidence at protein level,DAZ-associated protein 1,1,0.999,6,46,46,46,8,7,8,8,8,7,8,7,8,8,8,7,8,7,8,8,8,7,7.88E+08,7.61E+08,7.83E+08,8.11E+08,7.93E+08,7.96E+08,1.69E+08,1.64E+08,1.68E+08,1.72E+08,1.71E+08,1.70E+08,
sp|Q96ER3|SAAL1_HUMAN,Q96ER3,SAAL1_HUMAN,SAAL1,474,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein SAAL1,1,0.999,3,12,12,12,1,2,3,2,2,2,1,2,3,2,2,2,1,2,3,2,2,2,2.33E+07,2.06E+07,2.14E+07,2.49E+07,2.15E+07,2.10E+07,1.12E+07,1.07E+07,1.12E+07,1.19E+07,1.14E+07,1.14E+07,
sp|Q96ER9|MITOK_HUMAN,Q96ER9,MITOK_HUMAN,CCDC51,411,Homo sapiens OX=9606,1:Experimental evidence at protein level,Mitochondrial potassium channel,0.9991,0.999,2,4,4,4,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,3.43E+07,0,4.14E+07,3.88E+07,3.82E+07,2.91E+07,0,0,2.85E+07,2.84E+07,2.74E+07,0,
sp|Q96ES7|SGF29_HUMAN,Q96ES7,SGF29_HUMAN,SGF29,293,Homo sapiens OX=9606,1:Experimental evidence at protein level,SAGA-associated factor 29,0.9698,0.9985,1,3,3,3,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,3347189,3504417,3411601.5,3255188.8,3473047.5,3824973,0,0,0,0,0,0,
sp|Q96EU6|RRP36_HUMAN,Q96EU6,RRP36_HUMAN,RRP36,259,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ribosomal RNA processing protein 36 homolog,0.9796,0.999,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9485796,9176498,8880541,0,8985112,0,0,0,0,0,0,
sp|Q96EU7|C1GLC_HUMAN,Q96EU7,C1GLC_HUMAN,C1GALT1C1,318,Homo sapiens OX=9606,1:Experimental evidence at protein level,C1GALT1-specific chaperone 1,0.98,0.999,1,4,4,4,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1.83E+07,1.89E+07,1.76E+07,1.70E+07,0,0,0,0,0,0,0,0,
